Booking_ID,Hotel_Area,Hotel_Tier,Room_Type,Check_In,Check_Out,Nights,Rooms,ADR_INR,Booking_Status,Booking_Channel,Customer_Type,Estimated_Occupancy,Booking_Revenue_INR
DELJUL26-01610,Connaught Place,Economy,Standard,2026-07-24,2026-07-26,2,2,6252,Confirmed,Direct,Group,0.852,25009
DELJUL26-01611,Greater Kailash,Luxury,Deluxe,2026-07-25,2026-07-29,4,2,12794,Confirmed,Agoda,Family,0.593,102352
DELJUL26-01612,Connaught Place,Economy,Deluxe,2026-07-23,2026-07-28,5,2,7275,Confirmed,Walk-in,Family,0.387,72751
DELJUL26-01613,South Delhi,Economy,Standard,2026-07-04,2026-07-09,5,2,6172,Completed,MakeMyTrip,Family,0.936,61719
DELJUL26-01614,South Delhi,Economy,Standard,2026-07-19,2026-07-23,4,3,4639,Confirmed,Direct,Family,0.647,55664
DELJUL26-01615,Aerocity,Economy,Standard,2026-07-07,2026-07-08,1,2,8453,Confirmed,Direct,Family,0.863,16905
DELJUL26-01616,Connaught Place,Upscale,Standard,2026-07-09,2026-07-14,5,2,7321,Completed,MakeMyTrip,Family,0.602,73211
DELJUL26-01617,Greater Kailash,Budget,Standard,2026-07-31,2026-08-02,2,3,4232,Confirmed,Walk-in,Family,0.627,25393
DELJUL26-01618,Dwarka,Midscale,Deluxe,2026-07-13,2026-07-14,1,1,4110,Completed,MakeMyTrip,Leisure,0.567,4110
DELJUL26-01619,Connaught Place,Midscale,Standard,2026-07-25,2026-07-29,4,1,6928,Confirmed,MakeMyTrip,Family,0.571,27714
DELJUL26-01620,Rohini,Upscale,Deluxe,2026-07-08,2026-07-09,1,3,3603,Completed,Direct,Family,0.826,10809
DELJUL26-01621,Karol Bagh,Midscale,Standard,2026-07-31,2026-08-02,2,1,4828,Confirmed,Goibibo,Group,0.368,9656
DELJUL26-01622,Aerocity,Luxury,Standard,2026-07-09,2026-07-13,4,1,22033,Confirmed,Booking.com,Business,0.644,88134
DELJUL26-01623,Rohini,Upscale,Standard,2026-07-06,2026-07-11,5,1,4913,Confirmed,Agoda,Group,0.509,24563
DELJUL26-01624,Aerocity,Economy,Standard,2026-07-11,2026-07-16,5,3,7082,Completed,Agoda,Group,0.684,106224
DELJUL26-01625,Dwarka,Upscale,Deluxe,2026-07-06,2026-07-07,1,3,7302,Completed,Agoda,Couple,0.479,21906
DELJUL26-01626,Rohini,Luxury,Deluxe,2026-07-19,2026-07-20,1,1,4835,Confirmed,Goibibo,Couple,0.559,4835
DELJUL26-01627,Dwarka,Economy,Suite,2026-07-05,2026-07-10,5,3,2675,Confirmed,Goibibo,Business,0.67,40131
DELJUL26-01628,Dwarka,Midscale,Standard,2026-07-07,2026-07-09,2,3,3730,Confirmed,MakeMyTrip,Leisure,0.795,22383
DELJUL26-01629,Paharganj,Economy,Standard,2026-07-22,2026-07-23,1,3,2821,Confirmed,Agoda,Couple,0.918,8462
DELJUL26-01630,Connaught Place,Midscale,Premium,2026-07-02,2026-07-05,3,3,9751,Confirmed,Agoda,Couple,0.496,87760
DELJUL26-01631,Dwarka,Budget,Deluxe,2026-07-14,2026-07-18,4,2,2681,Completed,Booking.com,Group,0.64,21448
DELJUL26-01632,Lajpat Nagar,Midscale,Standard,2026-07-22,2026-07-27,5,1,4982,Confirmed,Booking.com,Family,0.559,24909
DELJUL26-01633,Aerocity,Economy,Standard,2026-07-14,2026-07-17,3,3,7921,Completed,Agoda,Group,0.714,71291
DELJUL26-01634,Lajpat Nagar,Midscale,Standard,2026-07-01,2026-07-05,4,2,4115,Confirmed,MakeMyTrip,Leisure,0.57,32924
DELJUL26-01635,Saket,Budget,Standard,2026-07-05,2026-07-08,3,2,3547,Completed,Booking.com,Leisure,0.408,21283
DELJUL26-01636,Dwarka,Midscale,Deluxe,2026-07-31,2026-08-05,5,2,2248,Confirmed,Walk-in,Leisure,0.719,22483
DELJUL26-01637,Connaught Place,Economy,Standard,2026-07-24,2026-07-27,3,2,5997,Confirmed,Walk-in,Business,0.371,35984
DELJUL26-01638,South Delhi,Midscale,Suite,2026-07-11,2026-07-15,4,1,9947,Completed,Agoda,Leisure,0.376,39789
DELJUL26-01639,Connaught Place,Economy,Deluxe,2026-07-28,2026-08-02,5,1,6323,Confirmed,MakeMyTrip,Leisure,0.881,31613
DELJUL26-01640,Karol Bagh,Budget,Deluxe,2026-07-01,2026-07-06,5,2,2649,Completed,Goibibo,Group,0.872,26491
DELJUL26-01641,Greater Kailash,Economy,Standard,2026-07-02,2026-07-05,3,2,4473,Completed,Walk-in,Leisure,0.688,26836
DELJUL26-01642,Aerocity,Luxury,Deluxe,2026-07-28,2026-07-31,3,3,18375,Completed,Goibibo,Group,0.361,165377
DELJUL26-01643,Saket,Budget,Premium,2026-07-21,2026-07-24,3,1,2104,Completed,Agoda,Couple,0.556,6312
DELJUL26-01644,Dwarka,Midscale,Standard,2026-07-19,2026-07-20,1,1,3643,Confirmed,Walk-in,Couple,0.558,3643
DELJUL26-01645,Connaught Place,Budget,Deluxe,2026-07-11,2026-07-13,2,3,4257,Confirmed,Agoda,Leisure,0.783,25542
DELJUL26-01646,Karol Bagh,Midscale,Standard,2026-07-26,2026-07-30,4,1,3210,Completed,Goibibo,Leisure,0.837,12839
DELJUL26-01647,Paharganj,Budget,Standard,2026-07-19,2026-07-20,1,3,881,Confirmed,MakeMyTrip,Leisure,0.563,2643
DELJUL26-01648,South Delhi,Economy,Premium,2026-07-14,2026-07-18,4,3,6574,Cancelled,MakeMyTrip,Business,0.603,0
DELJUL26-01649,Rohini,Economy,Deluxe,2026-07-12,2026-07-15,3,1,2160,Confirmed,Agoda,Group,0.485,6480
DELJUL26-01650,Lajpat Nagar,Budget,Deluxe,2026-07-11,2026-07-14,3,2,2248,Completed,MakeMyTrip,Family,0.787,13490
DELJUL26-01651,Connaught Place,Economy,Standard,2026-07-18,2026-07-23,5,2,4281,Confirmed,Booking.com,Business,0.559,42808
DELJUL26-01652,Aerocity,Economy,Premium,2026-07-21,2026-07-23,2,1,7546,Confirmed,Booking.com,Business,0.773,15093
DELJUL26-01653,Aerocity,Midscale,Deluxe,2026-07-25,2026-07-29,4,1,10811,Completed,Goibibo,Business,0.774,43245
DELJUL26-01654,Dwarka,Luxury,Standard,2026-07-13,2026-07-17,4,3,6268,Completed,Walk-in,Family,0.444,75215
DELJUL26-01655,Connaught Place,Economy,Premium,2026-07-08,2026-07-13,5,3,6028,Confirmed,MakeMyTrip,Group,0.881,90419
DELJUL26-01656,Karol Bagh,Upscale,Standard,2026-07-18,2026-07-23,5,3,3246,Confirmed,Goibibo,Leisure,0.845,48685
DELJUL26-01657,Lajpat Nagar,Economy,Standard,2026-07-19,2026-07-22,3,1,4204,Completed,Booking.com,Couple,0.7,12612
DELJUL26-01658,Lajpat Nagar,Budget,Premium,2026-07-09,2026-07-11,2,3,1650,Confirmed,MakeMyTrip,Leisure,0.402,9898
DELJUL26-01659,Lajpat Nagar,Budget,Standard,2026-07-03,2026-07-07,4,2,2271,Completed,MakeMyTrip,Business,0.45,18170
DELJUL26-01660,Karol Bagh,Economy,Standard,2026-07-11,2026-07-16,5,2,2365,Completed,MakeMyTrip,Family,0.405,23652
DELJUL26-01661,South Delhi,Economy,Standard,2026-07-03,2026-07-05,2,2,5158,Confirmed,Walk-in,Leisure,0.628,20632
DELJUL26-01662,South Delhi,Upscale,Premium,2026-07-03,2026-07-05,2,1,7760,Confirmed,Walk-in,Business,0.509,15519
DELJUL26-01663,Connaught Place,Midscale,Standard,2026-07-30,2026-08-02,3,1,11143,Confirmed,Booking.com,Couple,0.848,33428
DELJUL26-01664,Dwarka,Midscale,Standard,2026-07-25,2026-07-26,1,1,3594,Confirmed,MakeMyTrip,Couple,0.612,3594
DELJUL26-01665,Dwarka,Economy,Standard,2026-07-02,2026-07-04,2,3,2719,Completed,Direct,Leisure,0.621,16312
DELJUL26-01666,Paharganj,Economy,Standard,2026-07-11,2026-07-12,1,3,1546,Confirmed,Agoda,Couple,0.903,4639
DELJUL26-01667,Greater Kailash,Midscale,Standard,2026-07-08,2026-07-12,4,3,4162,Completed,Agoda,Family,0.697,49940
DELJUL26-01668,South Delhi,Budget,Premium,2026-07-31,2026-08-03,3,3,3684,Completed,Walk-in,Couple,0.582,33157
DELJUL26-01669,Dwarka,Budget,Deluxe,2026-07-14,2026-07-18,4,1,2123,Confirmed,Goibibo,Business,0.94,8490
DELJUL26-01670,Greater Kailash,Economy,Premium,2026-07-09,2026-07-10,1,3,5117,Cancelled,Walk-in,Group,0.627,0
DELJUL26-01671,Greater Kailash,Budget,Deluxe,2026-07-20,2026-07-23,3,3,5336,Confirmed,Direct,Couple,0.698,48027
DELJUL26-01672,Dwarka,Midscale,Standard,2026-07-15,2026-07-19,4,2,4016,Confirmed,MakeMyTrip,Couple,0.579,32129
DELJUL26-01673,Karol Bagh,Budget,Standard,2026-07-06,2026-07-10,4,2,2839,Cancelled,MakeMyTrip,Leisure,0.752,0
DELJUL26-01674,Greater Kailash,Budget,Deluxe,2026-07-10,2026-07-14,4,2,3063,Confirmed,Agoda,Couple,0.815,24504
DELJUL26-01675,Greater Kailash,Upscale,Standard,2026-07-04,2026-07-05,1,3,9849,Confirmed,Booking.com,Business,0.727,29546
DELJUL26-01676,Rohini,Luxury,Deluxe,2026-07-22,2026-07-25,3,3,6026,Confirmed,Booking.com,Couple,0.499,54235
DELJUL26-01677,Connaught Place,Economy,Standard,2026-07-31,2026-08-03,3,2,6450,Confirmed,Direct,Couple,0.915,38700
DELJUL26-01678,Saket,Economy,Deluxe,2026-07-26,2026-07-31,5,1,6924,Completed,Walk-in,Group,0.657,34619
DELJUL26-01679,Rohini,Upscale,Standard,2026-07-12,2026-07-16,4,3,4321,Completed,MakeMyTrip,Group,0.846,51854
DELJUL26-01680,Dwarka,Budget,Standard,2026-07-16,2026-07-21,5,2,2354,Completed,Direct,Business,0.355,23545
DELJUL26-01681,Rohini,Economy,Suite,2026-07-02,2026-07-03,1,3,2538,Completed,Booking.com,Leisure,0.661,7613
DELJUL26-01682,Aerocity,Budget,Standard,2026-07-12,2026-07-15,3,3,4703,Completed,Goibibo,Family,0.911,42330
DELJUL26-01683,Aerocity,Economy,Standard,2026-07-01,2026-07-05,4,2,8577,Confirmed,MakeMyTrip,Family,0.763,68615
DELJUL26-01684,Greater Kailash,Luxury,Standard,2026-07-24,2026-07-25,1,3,12145,Completed,Goibibo,Business,0.419,36436
DELJUL26-01685,Paharganj,Upscale,Standard,2026-07-29,2026-08-02,4,1,5506,Confirmed,Direct,Family,0.776,22025
DELJUL26-01686,Dwarka,Luxury,Deluxe,2026-07-06,2026-07-08,2,2,8286,Confirmed,Walk-in,Family,0.359,33145
DELJUL26-01687,Saket,Midscale,Suite,2026-07-21,2026-07-22,1,1,3812,Completed,Agoda,Couple,0.571,3812
DELJUL26-01688,Saket,Midscale,Premium,2026-07-19,2026-07-23,4,3,4091,Completed,Booking.com,Business,0.492,49091
DELJUL26-01689,Rohini,Upscale,Deluxe,2026-07-13,2026-07-16,3,1,2825,Completed,MakeMyTrip,Couple,0.501,8475
DELJUL26-01690,Aerocity,Midscale,Deluxe,2026-07-23,2026-07-26,3,1,10963,Confirmed,Direct,Group,0.375,32888
DELJUL26-01691,Greater Kailash,Economy,Standard,2026-07-22,2026-07-24,2,3,2865,Completed,Direct,Couple,0.72,17193
DELJUL26-01692,Lajpat Nagar,Economy,Premium,2026-07-09,2026-07-13,4,1,3810,Confirmed,Walk-in,Couple,0.795,15241
DELJUL26-01693,South Delhi,Midscale,Deluxe,2026-07-25,2026-07-29,4,1,7504,Confirmed,Direct,Business,0.525,30014
DELJUL26-01694,Paharganj,Economy,Standard,2026-07-21,2026-07-25,4,1,2885,Completed,MakeMyTrip,Business,0.702,11538
DELJUL26-01695,Connaught Place,Economy,Suite,2026-07-10,2026-07-14,4,2,5308,Confirmed,Walk-in,Leisure,0.648,42467
DELJUL26-01696,South Delhi,Budget,Deluxe,2026-07-23,2026-07-27,4,2,4084,Completed,Booking.com,Family,0.946,32675
DELJUL26-01697,Saket,Midscale,Standard,2026-07-20,2026-07-21,1,2,3708,Completed,Agoda,Leisure,0.837,7415
DELJUL26-01698,Connaught Place,Budget,Deluxe,2026-07-04,2026-07-05,1,2,5323,Completed,Direct,Couple,0.918,10645
DELJUL26-01699,Paharganj,Economy,Standard,2026-07-06,2026-07-11,5,3,1684,Confirmed,Walk-in,Group,0.845,25254
DELJUL26-01700,Rohini,Economy,Standard,2026-07-11,2026-07-13,2,2,1564,Confirmed,Walk-in,Group,0.745,6255
DELJUL26-01701,Karol Bagh,Budget,Standard,2026-07-02,2026-07-05,3,3,1544,Completed,Walk-in,Leisure,0.393,13892
DELJUL26-01702,Connaught Place,Luxury,Deluxe,2026-07-13,2026-07-15,2,2,21911,Completed,Goibibo,Couple,0.865,87642
DELJUL26-01703,South Delhi,Economy,Standard,2026-07-15,2026-07-20,5,1,3822,Cancelled,Walk-in,Family,0.807,0
DELJUL26-01704,Connaught Place,Economy,Standard,2026-07-25,2026-07-30,5,2,6805,Confirmed,Agoda,Leisure,0.519,68051
DELJUL26-01705,Rohini,Budget,Standard,2026-07-06,2026-07-09,3,1,2110,Confirmed,MakeMyTrip,Couple,0.512,6330
DELJUL26-01706,Lajpat Nagar,Upscale,Standard,2026-07-18,2026-07-22,4,2,5673,Completed,Walk-in,Group,0.665,45388
DELJUL26-01707,Rohini,Midscale,Deluxe,2026-07-21,2026-07-24,3,1,2390,Confirmed,Booking.com,Family,0.52,7169
DELJUL26-01708,Rohini,Economy,Standard,2026-07-14,2026-07-18,4,3,1654,Completed,Walk-in,Group,0.932,19854
DELJUL26-01709,Karol Bagh,Budget,Standard,2026-07-29,2026-08-03,5,2,1644,Confirmed,Walk-in,Leisure,0.466,16439
DELJUL26-01710,Karol Bagh,Midscale,Standard,2026-07-10,2026-07-14,4,1,2537,Confirmed,MakeMyTrip,Group,0.442,10148
DELJUL26-01711,Paharganj,Luxury,Standard,2026-07-13,2026-07-14,1,3,6830,Completed,Booking.com,Couple,0.376,20491
DELJUL26-01712,Saket,Economy,Standard,2026-07-01,2026-07-04,3,2,3986,Completed,Direct,Couple,0.682,23919
DELJUL26-01713,Lajpat Nagar,Budget,Premium,2026-07-13,2026-07-18,5,1,1854,Confirmed,Goibibo,Family,0.794,9270
DELJUL26-01714,Greater Kailash,Budget,Standard,2026-07-01,2026-07-02,1,1,2337,Confirmed,Agoda,Leisure,0.702,2337
DELJUL26-01715,South Delhi,Budget,Standard,2026-07-31,2026-08-02,2,1,3710,Cancelled,Goibibo,Family,0.475,0
DELJUL26-01716,Lajpat Nagar,Midscale,Standard,2026-07-08,2026-07-10,2,1,2892,Confirmed,Goibibo,Group,0.904,5785
DELJUL26-01717,South Delhi,Luxury,Deluxe,2026-07-26,2026-07-30,4,2,17221,Confirmed,Direct,Family,0.578,137772
DELJUL26-01718,Paharganj,Luxury,Standard,2026-07-04,2026-07-05,1,2,3684,Cancelled,Direct,Leisure,0.434,0
DELJUL26-01719,Saket,Upscale,Deluxe,2026-07-09,2026-07-13,4,2,12110,Confirmed,Booking.com,Family,0.465,96876
DELJUL26-01720,Dwarka,Budget,Deluxe,2026-07-04,2026-07-05,1,3,1998,Completed,Walk-in,Leisure,0.613,5994
DELJUL26-01721,Aerocity,Luxury,Standard,2026-07-12,2026-07-17,5,3,15829,Confirmed,Goibibo,Family,0.677,237433
DELJUL26-01722,Greater Kailash,Economy,Standard,2026-07-19,2026-07-21,2,1,2886,Completed,MakeMyTrip,Couple,0.711,5772
DELJUL26-01723,South Delhi,Economy,Suite,2026-07-14,2026-07-17,3,2,4842,Completed,Goibibo,Leisure,0.394,29052
DELJUL26-01724,Greater Kailash,Midscale,Standard,2026-07-19,2026-07-23,4,2,5413,Completed,MakeMyTrip,Family,0.87,43302
DELJUL26-01725,Dwarka,Budget,Deluxe,2026-07-25,2026-07-27,2,1,1534,Completed,Direct,Family,0.552,3069
DELJUL26-01726,Greater Kailash,Upscale,Deluxe,2026-07-02,2026-07-03,1,1,12893,Completed,Goibibo,Couple,0.506,12893
DELJUL26-01727,Rohini,Luxury,Standard,2026-07-14,2026-07-19,5,2,5343,Confirmed,Agoda,Leisure,0.763,53429
DELJUL26-01728,Dwarka,Upscale,Deluxe,2026-07-19,2026-07-20,1,1,3492,Confirmed,Walk-in,Couple,0.718,3492
DELJUL26-01729,Saket,Upscale,Standard,2026-07-17,2026-07-20,3,3,9182,Confirmed,MakeMyTrip,Couple,0.946,82639
DELJUL26-01730,Connaught Place,Economy,Standard,2026-07-05,2026-07-06,1,3,4428,Completed,Booking.com,Leisure,0.596,13284
DELJUL26-01731,Greater Kailash,Budget,Deluxe,2026-07-07,2026-07-11,4,2,5501,Confirmed,Walk-in,Leisure,0.46,44011
DELJUL26-01732,Rohini,Upscale,Premium,2026-07-12,2026-07-14,2,2,2314,Confirmed,MakeMyTrip,Couple,0.934,9255
DELJUL26-01733,South Delhi,Midscale,Standard,2026-07-21,2026-07-26,5,3,8740,Cancelled,Direct,Group,0.639,0
DELJUL26-01734,Lajpat Nagar,Upscale,Deluxe,2026-07-31,2026-08-02,2,3,5923,Completed,Goibibo,Group,0.747,35541
DELJUL26-01735,Lajpat Nagar,Budget,Standard,2026-07-12,2026-07-16,4,2,1351,Confirmed,Direct,Couple,0.375,10806
DELJUL26-01736,Greater Kailash,Economy,Deluxe,2026-07-17,2026-07-18,1,3,3585,Confirmed,Walk-in,Group,0.552,10756
DELJUL26-01737,Dwarka,Economy,Standard,2026-07-10,2026-07-11,1,1,2850,Completed,Agoda,Couple,0.942,2850
DELJUL26-01738,Aerocity,Midscale,Standard,2026-07-02,2026-07-04,2,2,12522,Completed,MakeMyTrip,Leisure,0.929,50088
DELJUL26-01739,Aerocity,Upscale,Suite,2026-07-13,2026-07-18,5,1,14359,Completed,Goibibo,Family,0.94,71794
DELJUL26-01740,Karol Bagh,Luxury,Deluxe,2026-07-11,2026-07-16,5,1,6883,Confirmed,MakeMyTrip,Business,0.844,34414
DELJUL26-01741,Saket,Economy,Standard,2026-07-05,2026-07-09,4,2,4822,Completed,MakeMyTrip,Business,0.65,38572
DELJUL26-01742,Greater Kailash,Economy,Suite,2026-07-21,2026-07-23,2,3,5312,Confirmed,Walk-in,Leisure,0.693,31873
DELJUL26-01743,Saket,Budget,Standard,2026-07-09,2026-07-11,2,3,3545,Confirmed,Agoda,Leisure,0.395,21270
DELJUL26-01744,Aerocity,Economy,Deluxe,2026-07-07,2026-07-09,2,3,6944,Confirmed,Goibibo,Couple,0.826,41666
DELJUL26-01745,Karol Bagh,Economy,Deluxe,2026-07-13,2026-07-15,2,1,2996,Confirmed,Walk-in,Leisure,0.799,5991
DELJUL26-01746,Rohini,Midscale,Premium,2026-07-30,2026-08-02,3,2,2458,Completed,Direct,Couple,0.775,14747
DELJUL26-01747,Rohini,Economy,Standard,2026-07-20,2026-07-24,4,1,2829,Cancelled,Walk-in,Business,0.58,0
DELJUL26-01748,Paharganj,Economy,Deluxe,2026-07-14,2026-07-16,2,2,1201,Completed,Booking.com,Family,0.51,4805
DELJUL26-01749,Lajpat Nagar,Midscale,Deluxe,2026-07-26,2026-07-27,1,3,2628,Completed,Booking.com,Business,0.836,7885
DELJUL26-01750,Greater Kailash,Upscale,Standard,2026-07-01,2026-07-04,3,2,10638,Confirmed,Goibibo,Business,0.935,63828
DELJUL26-01751,Rohini,Budget,Premium,2026-07-11,2026-07-13,2,1,1502,Cancelled,Direct,Family,0.604,0
DELJUL26-01752,Lajpat Nagar,Economy,Standard,2026-07-17,2026-07-20,3,1,2036,Completed,MakeMyTrip,Couple,0.383,6109
DELJUL26-01753,South Delhi,Midscale,Standard,2026-07-16,2026-07-20,4,2,5341,Cancelled,MakeMyTrip,Family,0.89,0
DELJUL26-01754,Paharganj,Upscale,Deluxe,2026-07-21,2026-07-26,5,3,3193,Confirmed,Direct,Couple,0.764,47893
DELJUL26-01755,South Delhi,Upscale,Standard,2026-07-22,2026-07-25,3,2,13113,Cancelled,Booking.com,Group,0.753,0
DELJUL26-01756,Paharganj,Budget,Premium,2026-07-15,2026-07-20,5,1,1096,Cancelled,MakeMyTrip,Family,0.917,0
DELJUL26-01757,Paharganj,Midscale,Standard,2026-07-29,2026-07-31,2,2,1418,Confirmed,Direct,Group,0.752,5673
DELJUL26-01758,South Delhi,Upscale,Standard,2026-07-29,2026-08-02,4,1,8742,Completed,Walk-in,Leisure,0.721,34967
DELJUL26-01759,Dwarka,Economy,Deluxe,2026-07-15,2026-07-20,5,1,3703,Confirmed,MakeMyTrip,Family,0.776,18516
DELJUL26-01760,Dwarka,Economy,Premium,2026-07-28,2026-07-30,2,2,2511,Confirmed,Agoda,Family,0.64,10046
DELJUL26-01761,Paharganj,Luxury,Deluxe,2026-07-20,2026-07-24,4,3,7511,Completed,Booking.com,Leisure,0.522,90132
DELJUL26-01762,Saket,Budget,Standard,2026-07-05,2026-07-08,3,2,4512,Completed,Goibibo,Group,0.501,27072
DELJUL26-01763,Aerocity,Midscale,Standard,2026-07-04,2026-07-09,5,1,7922,Completed,Direct,Couple,0.786,39612
DELJUL26-01764,South Delhi,Upscale,Deluxe,2026-07-03,2026-07-05,2,3,10011,Confirmed,Booking.com,Family,0.496,60066
DELJUL26-01765,Dwarka,Budget,Premium,2026-07-07,2026-07-12,5,1,2477,Completed,Agoda,Couple,0.909,12384
DELJUL26-01766,Rohini,Midscale,Deluxe,2026-07-10,2026-07-14,4,2,3032,Confirmed,MakeMyTrip,Couple,0.592,24256
DELJUL26-01767,Dwarka,Economy,Deluxe,2026-07-03,2026-07-07,4,2,2861,Confirmed,Walk-in,Couple,0.73,22887
DELJUL26-01768,Saket,Upscale,Standard,2026-07-19,2026-07-20,1,3,11287,Completed,Walk-in,Business,0.376,33862
DELJUL26-01769,Aerocity,Upscale,Standard,2026-07-13,2026-07-14,1,3,16498,Confirmed,Direct,Family,0.619,49494
DELJUL26-01770,Connaught Place,Upscale,Standard,2026-07-19,2026-07-23,4,1,12863,Cancelled,Goibibo,Business,0.59,0
DELJUL26-01771,Paharganj,Budget,Standard,2026-07-16,2026-07-19,3,3,2347,Completed,Agoda,Group,0.803,21125
DELJUL26-01772,Paharganj,Upscale,Standard,2026-07-09,2026-07-11,2,2,3905,Confirmed,Booking.com,Leisure,0.383,15619
DELJUL26-01773,Paharganj,Upscale,Deluxe,2026-07-20,2026-07-25,5,2,5079,Confirmed,Walk-in,Group,0.591,50793
DELJUL26-01774,Paharganj,Midscale,Deluxe,2026-07-30,2026-08-02,3,1,4018,Confirmed,Agoda,Business,0.865,12053
DELJUL26-01775,Greater Kailash,Midscale,Standard,2026-07-10,2026-07-13,3,2,4912,Cancelled,Booking.com,Couple,0.751,0
DELJUL26-01776,Connaught Place,Budget,Premium,2026-07-10,2026-07-12,2,2,2796,Completed,Direct,Leisure,0.816,11185
DELJUL26-01777,Paharganj,Upscale,Standard,2026-07-16,2026-07-21,5,2,3552,Completed,MakeMyTrip,Group,0.808,35518
DELJUL26-01778,Connaught Place,Budget,Deluxe,2026-07-25,2026-07-27,2,3,4996,Completed,MakeMyTrip,Family,0.747,29979
DELJUL26-01779,Paharganj,Economy,Premium,2026-07-17,2026-07-19,2,3,1746,Completed,Goibibo,Group,0.585,10474
DELJUL26-01780,South Delhi,Upscale,Premium,2026-07-26,2026-07-30,4,1,10369,Confirmed,Booking.com,Business,0.59,41476
DELJUL26-01781,Aerocity,Luxury,Premium,2026-07-03,2026-07-04,1,1,13880,Confirmed,Booking.com,Group,0.381,13880
DELJUL26-01782,Paharganj,Luxury,Premium,2026-07-04,2026-07-07,3,3,4306,Confirmed,Walk-in,Group,0.467,38758
DELJUL26-01783,Aerocity,Economy,Standard,2026-07-13,2026-07-16,3,2,8609,Completed,Walk-in,Leisure,0.685,51652
DELJUL26-01784,Rohini,Budget,Deluxe,2026-07-08,2026-07-10,2,2,1215,Confirmed,Agoda,Business,0.887,4860
DELJUL26-01785,Greater Kailash,Economy,Premium,2026-07-01,2026-07-05,4,3,6424,Confirmed,MakeMyTrip,Family,0.717,77087
DELJUL26-01786,Karol Bagh,Budget,Standard,2026-07-07,2026-07-08,1,3,1301,Confirmed,MakeMyTrip,Business,0.582,3904
DELJUL26-01787,Connaught Place,Upscale,Deluxe,2026-07-09,2026-07-14,5,3,14298,Confirmed,Booking.com,Group,0.849,214474
DELJUL26-01788,Aerocity,Midscale,Standard,2026-07-29,2026-08-03,5,2,7303,Completed,MakeMyTrip,Leisure,0.619,73029
DELJUL26-01789,Saket,Economy,Deluxe,2026-07-25,2026-07-26,1,1,6047,Completed,Goibibo,Business,0.506,6047
DELJUL26-01790,Greater Kailash,Budget,Standard,2026-07-11,2026-07-14,3,3,3715,Confirmed,Walk-in,Business,0.398,33436
DELJUL26-01791,Dwarka,Economy,Deluxe,2026-07-30,2026-07-31,1,3,2051,Cancelled,Agoda,Family,0.847,0
DELJUL26-01792,Lajpat Nagar,Upscale,Standard,2026-07-26,2026-07-30,4,2,3547,Confirmed,Booking.com,Couple,0.72,28377
DELJUL26-01793,Paharganj,Midscale,Standard,2026-07-08,2026-07-10,2,2,1817,Confirmed,Walk-in,Leisure,0.698,7268
DELJUL26-01794,Karol Bagh,Budget,Standard,2026-07-15,2026-07-18,3,1,2357,Confirmed,Direct,Couple,0.782,7070
DELJUL26-01795,Saket,Budget,Deluxe,2026-07-29,2026-08-03,5,1,4059,Completed,Direct,Family,0.713,20294
DELJUL26-01796,Karol Bagh,Economy,Premium,2026-07-15,2026-07-19,4,3,2784,Cancelled,Walk-in,Couple,0.56,0
DELJUL26-01797,Rohini,Budget,Standard,2026-07-12,2026-07-17,5,1,1362,Completed,Booking.com,Leisure,0.721,6808
DELJUL26-01798,Connaught Place,Luxury,Standard,2026-07-29,2026-08-02,4,2,15985,Completed,Walk-in,Group,0.434,127882
DELJUL26-01799,Saket,Midscale,Deluxe,2026-07-21,2026-07-24,3,2,5416,Confirmed,Direct,Family,0.528,32494
DELJUL26-01800,Dwarka,Budget,Deluxe,2026-07-14,2026-07-15,1,2,2388,Completed,Booking.com,Business,0.672,4776
DELJUL26-01801,Aerocity,Upscale,Standard,2026-07-27,2026-07-28,1,3,15092,Completed,Agoda,Couple,0.391,45276
DELJUL26-01802,Saket,Economy,Deluxe,2026-07-24,2026-07-27,3,3,5552,Confirmed,Booking.com,Family,0.843,49965
DELJUL26-01803,Saket,Budget,Premium,2026-07-11,2026-07-14,3,3,4844,Confirmed,Goibibo,Business,0.377,43597
DELJUL26-01804,Karol Bagh,Midscale,Standard,2026-07-14,2026-07-17,3,1,2969,Confirmed,Agoda,Leisure,0.573,8907
DELJUL26-01805,Connaught Place,Budget,Standard,2026-07-02,2026-07-07,5,3,2844,Confirmed,MakeMyTrip,Family,0.623,42666
DELJUL26-01806,Aerocity,Economy,Standard,2026-07-04,2026-07-05,1,3,5766,Confirmed,Direct,Business,0.758,17297
DELJUL26-01807,Aerocity,Upscale,Premium,2026-07-30,2026-08-03,4,3,12960,Confirmed,Agoda,Couple,0.443,155514
DELJUL26-01808,Saket,Upscale,Premium,2026-07-02,2026-07-06,4,2,8080,Completed,Goibibo,Business,0.843,64640
DELJUL26-01809,Aerocity,Economy,Deluxe,2026-07-26,2026-07-30,4,1,9261,Completed,Walk-in,Leisure,0.606,37045
DELJUL26-01810,Rohini,Midscale,Suite,2026-07-07,2026-07-09,2,3,3058,Completed,Agoda,Couple,0.501,18347
DELJUL26-01811,Karol Bagh,Budget,Standard,2026-07-17,2026-07-20,3,3,1731,Completed,Agoda,Group,0.409,15577
